iso3,life,continent
AFG,53.91018761,Asia
AGO,50.06036648,Africa
ALB,76.04202157,Europe
ARE,78.27568092,Asia
ARG,74.27061688,South America
ARM,71.79061149,Asia
ATG,74.69656338,Other
AUS,80.12984228,Oceania
AUT,78.64264138,Europe
AZE,66.31096148,Asia
BDI,45.560229,Africa
BEL,77.97358091,Europe
BEN,57.74456271,Africa
BFA,52.3617692,Africa
BGD,65.95954098,Asia
BGR,71.85118008,Europe
BHR,70.36971635,Other
BHS,71.11367814,North America
BIH,75.85448253,Europe
BLR,68.38068954,Europe
BLZ,70.61498891,North America
BOL,66.7449711,South America
BRA,71.80355904,South America
BRB,75.05768919,Other
BRN,75.6811134,Asia
BTN,67.18030943,Asia
BWA,46.70431922,Africa
CAF,44.47178561,Africa
CAN,79.3114365,North America
CHE,80.10038738,Europe
CHL,76.75737429,South America
CHN,71.13400253,Asia
CIV,51.50148868,Africa
CMR,52.89875064,Africa
COD,52.99713016,Africa
COG,53.11126203,Africa
COL,72.62895792,South America
COM,62.70292188,Other
CPV,71.98653007,Other
CRI,78.07165726,North America
CUB,76.71378311,North America
CYP,78.86668678,Asia
CZE,75.30051991,Europe
DEU,78.44285248,Europe
DJI,59.48459433,Africa
DNK,77.04219494,Europe
DOM,73.59849431,North America
DZA,72.77159448,Africa
ECU,73.06545756,South America
EGY,68.84530776,Africa
ERI,56.20141934,Africa
ESP,79.39483865,Europe
EST,70.85470275,Europe
ETH,52.82154779,Africa
FIN,78.01784738,Europe
FJI,66.34541639,Oceania
FRA,79.01103311,Other
FSM,63.81961029,Other
GAB,57.70877986,Africa
GBR,77.95184342,Europe
GEO,71.59125705,Asia
GHA,59.15248936,Africa
GIN,54.67176541,Africa
GMB,59.40248243,Africa
GNB,50.63672662,Africa
GNQ,54.84349385,Africa
GRC,78.82217341,Europe
GRD,71.53484581,Other
GTM,68.64112754,North America
GUY,64.66515946,South America
HND,69.91583233,North America
HRV,75.00312259,Europe
HTI,57.13290254,North America
HUN,72.40337452,Europe
IDN,67.44224013,Asia
IND,63.6569119,Asia
IRL,77.04413457,Europe
IRN,73.7597003,Asia
IRQ,69.81029867,Asia
ISL,79.99493866,Europe
ISR,78.80591438,Asia
ITA,79.67653939,Europe
JAM,72.14321688,North America
JOR,72.6802332,Asia
JPN,81.84225924,Asia
KAZ,64.70931637,Asia
KEN,54.33283599,Africa
KGZ,66.68305593,Asia
KHM,60.02516946,Asia
KIR,60.39204806,Other
KOR,76.56907797,Asia
KWT,78.81293796,Asia
LAO,58.88681637,Asia
LBN,76.1562609,Asia
LBR,53.93145331,Africa
LBY,73.7423441,Africa
LCA,73.33798376,Other
LKA,72.65351771,Asia
LSO,47.97132353,Africa
LTU,71.51538807,Europe
LUX,78.61781312,Europe
LVA,69.80978592,Europe
MAR,70.45857649,Africa
MDA,66.20689138,Europe
MDG,59.24814899,Africa
MDV,70.45676102,Other
MEX,74.55106521,North America
MKD,73.26733128,Europe
MLI,53.62181973,Africa
MLT,78.11450102,Other
MMR,59.77708716,Asia
MNE,73.45014953,Europe
MNG,63.48955882,Asia
MOZ,51.31528926,Africa
MRT,63.48748709,Africa
MUS,71.43968836,Other
MWI,45.39400815,Africa
MYS,73.51935373,Asia
NAM,52.37399446,Africa
NER,50.89945855,Africa
NGA,54.47371595,Africa
NIC,76.09169207,North America
NLD,78.21818271,Europe
NOR,78.74570455,Other
NPL,66.16930825,Asia
NZL,78.46853865,Oceania
OMN,72.18472491,Asia
PAK,61.67754226,Asia
PAN,76.07140858,North America
PER,75.95904765,South America
PHL,69.62976888,Asia
PNG,63.3735659,Oceania
POL,74.09873292,Europe
PRI,76.24165094,North America
PRK,62.62928485,Asia
PRT,76.92951203,Europe
PRY,74.99163931,South America
PSE,69.33250971,Asia
QAT,70.31526721,Asia
ROU,71.21463166,Europe
RUS,65.100666,Europe
RWA,48.33271376,Africa
SAU,70.80307838,Asia
SDN,62.9787096,Africa
SEN,59.28989485,Africa
SGP,79.14204312,Other
SLB,63.45373664,Oceania
SLE,50.94581314,Africa
SLV,71.7165175,North America
SOM,49.32648692,Africa
SRB,72.28188573,Europe
SSD,52.94166517,Africa
STP,63.93324972,Other
SUR,70.47457078,South America
SVK,73.45130702,Europe
SVN,76.22393944,Europe
SWE,79.66920996,Europe
SWZ,44.97441053,Africa
SYC,72.22760033,Other
SYR,71.76491508,Asia
TCD,51.59248612,Africa
TGO,56.11218609,Africa
THA,71.72869386,Asia
TJK,66.35716048,Asia
TKM,65.9484733,Asia
TLS,63.41630684,Asia
TON,71.21713536,Other
TTO,70.55567603,North America
TUN,74.55599136,Africa
TUR,74.03517034,Asia
TZA,53.52029055,Africa
UGA,49.78388659,Africa
UKR,67.7115647,Europe
URY,74.92750681,South America
USA,76.75000279,North America
UZB,62.16554368,Asia
VCT,71.90344128,Other
VEN,73.89650756,South America
VNM,71.97988323,Asia
VUT,64.97955845,Oceania
WSM,69.77577511,Other
YEM,63.62361632,Asia
ZAF,55.86714584,Africa
ZMB,44.99215514,Africa
ZWE,45.43212975,Africa
