iso3,life,continent
AFG,59.92210578,Asia
AGO,59.46233734,Africa
ALB,77.34194982,Europe
ARE,80.30618497,Asia
ARG,76.1760553,South America
ARM,73.66922093,Asia
ATG,75.66312684,Other
AUS,82.27247326,Oceania
AUT,80.71875852,Europe
AZE,71.2113018,Asia
BDI,61.17471181,Africa
BEL,80.07118579,Europe
BEN,61.81459199,Africa
BFA,59.51806294,Africa
BGD,72.09310158,Asia
BGR,74.28202002,Europe
BHR,74.57322126,Other
BHS,72.84562635,North America
BIH,77.27133436,Europe
BLR,72.11133932,Europe
BLZ,74.18063851,North America
BOL,71.0361986,South America
BRA,74.28196582,South America
BRB,76.23035481,Other
BRN,76.89700471,Asia
BTN,72.45535288,Asia
BWA,59.74879487,Africa
CAF,49.82204247,Africa
CAN,81.49329928,North America
CHE,82.39224777,Europe
CHL,79.58354937,South America
CHN,75.48068539,Asia
CIV,58.54983117,Africa
CMR,57.77355305,Africa
COD,58.3404554,Africa
COG,61.21875153,Africa
COL,76.94484313,South America
COM,66.39715563,Other
CPV,74.4642814,Other
CRI,80.42316166,North America
CUB,78.42125643,North America
CYP,81.61972744,Asia
CZE,77.96926876,Europe
DEU,80.59346041,Europe
DJI,62.75529104,Africa
DNK,79.96581949,Europe
DOM,73.71953299,North America
DZA,75.63920415,Africa
ECU,75.807667,South America
EGY,69.82990211,Africa
ERI,61.35054403,Africa
ESP,81.9595375,Europe
EST,76.40758544,Europe
ETH,65.13407348,Africa
FIN,80.37588921,Europe
FJI,67.51183712,Oceania
FRA,81.57752501,Other
FSM,65.02895443,Other
GAB,62.66758728,Africa
GBR,80.64107832,Europe
GEO,72.18519482,Asia
GHA,63.16293767,Africa
GIN,58.88851718,Africa
GMB,63.20846898,Africa
GNB,56.47290302,Africa
GNQ,60.11028327,Africa
GRC,80.23315335,Europe
GRD,72.68392882,Other
GTM,71.91726662,North America
GUY,66.17236525,South America
HND,68.99495317,North America
HRV,77.35911283,Europe
HTI,61.52991507,North America
HUN,75.11315879,Europe
IDN,69.79466506,Asia
IND,68.2280584,Asia
IRL,80.49448401,Europe
IRN,77.0924022,Asia
IRQ,71.6393156,Asia
ISL,81.9847692,Europe
ISR,81.57002049,Asia
ITA,81.83712041,Europe
JAM,74.19029935,North America
JOR,77.13092988,Asia
JPN,83.32740995,Asia
KAZ,69.67761395,Asia
KEN,62.61585724,Africa
KGZ,69.96020158,Asia
KHM,67.72268359,Asia
KIR,61.47703351,Other
KOR,81.13219539,Asia
KWT,81.34259433,Asia
LAO,65.52691412,Asia
LBN,78.05803939,Asia
LBR,61.08289847,Africa
LBY,73.92406847,Africa
LCA,76.39869599,Other
LKA,75.63306733,Asia
LSO,49.02029182,Africa
LTU,73.83806492,Europe
LUX,81.56608895,Europe
LVA,73.86536335,Europe
MAR,72.78046277,Africa
MDA,70.25455299,Europe
MDG,62.96002316,Africa
MDV,75.84622735,Other
MEX,75.6445679,North America
MKD,74.93753664,Europe
MLI,59.27099434,Africa
MLT,80.93951926,Other
MMR,65.86631653,Asia
MNE,76.17609575,Europe
MNG,67.84058521,Asia
MOZ,53.74174488,Africa
MRT,69.09222123,Africa
MUS,73.69029649,Other
MWI,59.42059707,Africa
MYS,74.61637828,Asia
NAM,61.49462249,Africa
NER,58.92187052,Africa
NGA,60.64324912,Africa
NIC,77.05200653,North America
NLD,80.88872584,Europe
NOR,81.23445235,Other
NPL,69.78951932,Asia
NZL,81.08807722,Oceania
OMN,73.59906631,Asia
PAK,64.82124843,Asia
PAN,77.44906477,North America
PER,79.02001015,South America
PHL,69.54178119,Asia
PNG,65.16940213,Oceania
POL,76.63330274,Europe
PRI,79.34782827,North America
PRK,70.53323819,Asia
PRT,80.21024339,Europe
PRY,75.12046624,South America
PSE,73.09729954,Asia
QAT,74.98566602,Asia
ROU,74.34204624,Europe
RUS,70.1880117,Europe
RWA,65.68582887,Africa
SAU,77.02520885,Asia
SDN,67.58268855,Africa
SEN,66.29422396,Africa
SGP,82.21523479,Other
SLB,64.70197152,Oceania
SLE,56.36734502,Africa
SLV,75.27280087,North America
SOM,50.10797443,Africa
SRB,74.84163486,Europe
SSD,59.31057362,Africa
STP,69.53766595,Other
SUR,73.34638856,South America
SVK,76.13275335,Europe
SVN,79.89107651,Europe
SWE,81.46624768,Europe
SWZ,49.10836702,Africa
SYC,73.25421096,Other
SYR,64.99959827,Asia
TCD,56.60362018,Africa
TGO,60.30947123,Africa
THA,76.18036117,Asia
TJK,70.97199509,Asia
TKM,69.3130409,Asia
TLS,67.450997,Asia
TON,72.2449478,Other
TTO,74.64546221,North America
TUN,76.52515319,Africa
TUR,76.83621576,Asia
TZA,63.07821297,Africa
UGA,61.8009059,Africa
UKR,71.09437239,Europe
URY,76.40566239,South America
USA,78.77111574,North America
UZB,67.64432032,Asia
VCT,72.98728933,Other
VEN,74.44482492,South America
VNM,72.74028809,Asia
VUT,66.43172159,Oceania
WSM,70.27478818,Other
YEM,68.26819831,Asia
ZAF,60.81522121,Africa
ZMB,58.68526361,Africa
ZWE,54.90174943,Africa
