iso3,life,continent
AFG,61.22381311,Asia
AGO,62.49147407,Africa
ALB,77.9406744,Europe
ARE,81.41096307,Asia
ARG,77.01582731,South America
ARM,75.66635568,Asia
ATG,75.65878463,Other
AUS,82.64234014,Oceania
AUT,81.64847998,Europe
AZE,75.79966602,Asia
BDI,64.3185906,Africa
BEL,81.60895006,Europe
BEN,64.13827469,Africa
BFA,62.61228276,Africa
BGD,73.94958231,Asia
BGR,75.0010583,Europe
BHR,76.02945447,Other
BHS,70.73776422,North America
BIH,77.09808482,Europe
BLR,74.8186819,Europe
BLZ,74.86586064,North America
BOL,72.91976198,South America
BRA,75.47815778,South America
BRB,76.03984637,Other
BRN,76.67529662,Asia
BTN,73.93027807,Asia
BWA,64.91884565,Africa
CAF,52.93260744,Africa
CAN,82.0216251,North America
CHE,83.47957563,Europe
CHL,81.02769155,South America
CHN,77.31273653,Asia
CIV,63.48479652,Africa
CMR,62.02612874,Africa
COD,61.83901232,Africa
COG,62.75844008,Africa
COL,77.9535847,South America
COM,68.10062174,Other
CPV,74.05989707,Other
CRI,80.30073211,North America
CUB,77.66173555,North America
CYP,82.17744701,Asia
CZE,79.13720815,Europe
DEU,80.97360663,Europe
DJI,65.43875202,Africa
DNK,81.27895276,Europe
DOM,73.91314074,North America
DZA,76.54768313,Africa
ECU,77.75172721,South America
EGY,71.58973358,Africa
ERI,63.76432633,Africa
ESP,83.13561895,Europe
EST,78.89055582,Europe
ETH,68.84848169,Africa
FIN,81.64702187,Europe
FJI,67.86595098,Oceania
FRA,82.52902201,Other
FSM,65.9434567,Other
GAB,64.97251699,Africa
GBR,81.22319266,Europe
GEO,73.85275108,Asia
GHA,65.97133363,Africa
GIN,61.12869188,Africa
GMB,64.91162984,Africa
GNB,58.97631495,Africa
GNQ,61.38714512,Africa
GRC,80.90744762,Europe
GRD,72.72978901,Other
GTM,72.70697215,North America
GUY,68.73185311,South America
HND,71.43843431,North America
HRV,78.60209541,Europe
HTI,63.66018845,North America
HUN,76.33548535,Europe
IDN,71.40110181,Asia
IND,70.72711152,Asia
IRL,81.93976292,Europe
IRN,77.78361908,Asia
IRQ,72.90009776,Asia
ISL,82.4706163,Europe
ISR,82.57325579,Asia
ITA,82.98522568,Europe
JAM,72.23602877,North America
JOR,79.7854181,Asia
JPN,84.46675304,Asia
KAZ,73.20279408,Asia
KEN,66.50141922,Africa
KGZ,73.58598166,Asia
KHM,69.55846339,Asia
KIR,62.13784891,Other
KOR,83.68842093,Asia
KWT,82.50221054,Asia
LAO,68.35701918,Asia
LBN,79.28679608,Asia
LBR,63.44171284,Africa
LBY,73.54365475,Africa
LCA,76.11613744,Other
LKA,77.45083261,Asia
LSO,51.77851899,Africa
LTU,76.24761609,Europe
LUX,82.80168339,Europe
LVA,75.68490068,Europe
MAR,73.7488551,Africa
MDA,73.32010877,Europe
MDG,63.81664617,Africa
MDV,75.44939578,Other
MEX,75.8344286,North America
MKD,76.14804901,Europe
MLI,61.83290988,Africa
MLT,82.14647613,Other
MMR,68.80517618,Asia
MNE,76.83999351,Europe
MNG,70.7501793,Asia
MOZ,58.50505639,Africa
MRT,70.17546548,Africa
MUS,74.05607067,Other
MWI,63.22930485,Africa
MYS,74.68410362,Asia
NAM,63.49265302,Africa
NER,60.57303502,Africa
NGA,63.06578367,Africa
NIC,78.87404349,North America
NLD,82.33882776,Europe
NOR,82.65752051,Other
NPL,71.36142995,Asia
NZL,81.81181567,Oceania
OMN,75.28986006,Asia
PAK,67.02931501,Asia
PAN,78.97361247,North America
PER,78.29293866,South America
PHL,69.42943033,Asia
PNG,66.67377821,Oceania
POL,77.72984544,Europe
PRI,80.50288098,North America
PRK,72.31891378,Asia
PRT,81.36750616,Europe
PRY,75.07903551,South America
PSE,75.83098235,Asia
QAT,78.89595906,Asia
ROU,75.4603753,Europe
RUS,73.21856487,Europe
RWA,67.75562916,Africa
SAU,76.93147355,Asia
SDN,69.46506253,Africa
SEN,68.76445374,Africa
SGP,83.8984774,Other
SLB,65.67290557,Oceania
SLE,60.40224239,Africa
SLV,74.28004903,North America
SOM,55.21397342,Africa
SRB,75.91665371,Europe
SSD,58.99663561,Africa
STP,71.65568515,Other
SUR,73.02285851,South America
SVK,77.61261952,Europe
SVN,81.28502446,Europe
SWE,82.71414637,Europe
SWZ,55.74729385,Africa
SYC,73.12375678,Other
SYR,69.17463554,Asia
TCD,59.37353739,Africa
TGO,63.64852176,Africa
THA,76.92495279,Asia
TJK,73.80997068,Asia
TKM,69.14190532,Asia
TLS,68.49880356,Asia
TON,72.94212581,Other
TTO,74.09327397,North America
TUN,77.50537971,Africa
TUR,77.61966184,Asia
TZA,66.78631383,Africa
UGA,66.0878394,Africa
UKR,73.00449182,Europe
URY,77.01365627,South America
USA,78.73923827,North America
UZB,72.27007322,Asia
VCT,73.10795228,Other
VEN,72.71401189,South America
VNM,73.71007094,Asia
VUT,67.13030878,Oceania
WSM,69.99170791,Other
YEM,66.89863946,Asia
ZAF,65.83739077,Africa
ZMB,61.76313302,Africa
ZWE,59.07171997,Africa
